ID,Campus,Situação no Curso,Modalidade,Curso,Ano/Semestre letivo da ocorrência,Série/Período da ocorrência,Principal motivo da ocorrência,Motivo terciário da ocorrência,Motivo secundário da ocorrência
2768,ZN,Evadido,Técnico Integrado EJA,Técnico em Comércio,2020.1,4,Dificuldade em conciliar estudo e trabalho,,
2769,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2022.2,1,Dificuldade de transporte para a unidade de ensino,,
2770,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2018.1,1,Desmotivação ou desinteresse pelo curso,Desmotivação ou desinteresse pelo curso,Desmotivação ou desinteresse pelo curso
2771,AP,Evadido,Técnico Subsequente,Técnico em Agropecuária,2022.1,1,Falta de hábito de estudo,,
2772,LAJ,Evadido,Técnico Subsequente,Técnico em Administração,2020.1,2,Desmotivação ou desinteresse pelo curso,,
2773,PAR,Evadido,Técnico Subsequente,Técnico em Mecatrônica,2022.1,4,Dificuldade em conciliar estudo e trabalho,,
2774,CNAT,Evadido,Tecnologia,Tecnologia em Comércio Exterior,2018.1,3,Defasagem na estrutura organizacional do ensino,Salário desestimulante após a formação,Baixa demanda para contratação de estagiários e de egressos do curso
2775,SPP,Evadido,Técnico Integrado,Técnico em Meio Ambiente,2020.1,1,Deficiência ou impactos negativos de políticas governamentais na área de educação,Falta de dedicação aos estudos,Problema de saúde pessoal ou de familiar
2776,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.1,1,Ingresso em outro curso,Ingresso em outro curso,Ingresso em outro curso
2777,CNAT,Evadido,Técnico Subsequente,Técnico em Eletrotécnica,2021.2,1,Dificuldade em conciliar estudo e trabalho,,
2778,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2022.1,1,Dificuldade de transporte para a unidade de ensino,,
2779,AP,Evadido,Técnico Subsequente,Técnico em Agropecuária,2020.1,1,Dificuldade de aprendizagem,,
2780,ZN,Evadido,Técnico Integrado EJA,Técnico em Comércio,2018.1,7,"Dificuldades de adaptação à modalidade da educação profissional (número e conteúdo das disciplinas, interdisciplinaridade)",,Falta de acompanhamento e apoio pedagógico dos docentes
2781,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2022.1,1,Dificuldade em conciliar os estudos com outros cursos,Mudança de interesse profissional ou pessoal,Dificuldade em conciliar os estudos com outros cursos
2782,NC,Evadido,Técnico Subsequente,Técnico em Administração,2021.2,4,Necessidade de trabalhar,Necessidade de trabalhar,Necessidade de trabalhar
2783,AP,Evadido,Técnico Subsequente,Técnico em Agropecuária,2020.1,1,Problema psicológico pessoal ou de familiar,,
2784,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2022.1,1,Dificuldade de transporte para a unidade de ensino,,
2785,SPP,Evadido,Técnico Integrado,Técnico em Meio Ambiente,2022.1,1,Indisponibilidade de tempo para estudar fora do horário de aulas ou para participar de atividades de nivelamento e monitoria,Indisponibilidade de tempo para estudar fora do horário de aulas ou para participar de atividades de nivelamento e monitoria,Indisponibilidade de tempo para estudar fora do horário de aulas ou para participar de atividades de nivelamento e monitoria
2786,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.1,1,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
2787,CNAT,Evadido,Tecnologia,Tecnologia em Comércio Exterior,2018.1,4,Dificuldade em conciliar os estudos com outros cursos,,
2788,ZN,Evadido,Técnico Integrado EJA,Técnico em Comércio,2019.1,7,Dificuldade em conciliar os estudos com outros cursos,,Dificuldade em conciliar estudo e trabalho
2789,AP,Evadido,Técnico Subsequente,Técnico em Agropecuária,2022.1,1,Dificuldades de (re)adaptação à rotina escolar,,
2790,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2018.1,1,Ingresso em outro curso,Ingresso em outro curso,Ingresso em outro curso
2791,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2020.1,1,Problema de saúde pessoal ou de familiar,,"Dificuldades de adaptação à modalidade da educação profissional (número e conteúdo das disciplinas, interdisciplinaridade)"
2792,CNAT,Evadido,Tecnologia,Tecnologia em Comércio Exterior,2020.1,3,Necessidade de cuidar de familiar no horário do curso,,Problema de saúde pessoal ou de familiar
2793,PAR,Evadido,Técnico Subsequente,Técnico em Mecatrônica,2020.1,1,Dificuldade de acompanhamento do curso devido ao longo tempo de afastamento do sistema formal de ensino,,
2794,CM,Evadido,Técnico Integrado,Técnico em Programação de Jogos Digitais,2018.1,4,Ingresso em outro curso,,
2795,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.2,1,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
2796,CNAT,Evadido,Tecnologia,Tecnologia em Gestão Pública,2019.2,1,Dificuldade em conciliar estudo e trabalho,,Dificuldades de (re)adaptação à rotina escolar
2797,AP,Evadido,Técnico Subsequente,Técnico em Agropecuária,2021.1,1,Falta de recursos financeiros para transporte escolar,,
2798,ZN,Evadido,Técnico Integrado,Técnico em Comércio,2018.1,2,Dificuldade em conciliar estudo e trabalho,,
2799,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2021.2,1,Dificuldade em conciliar estudo e trabalho,,
2800,AP,Evadido,Técnico Subsequente,Técnico em Agropecuária,2018.1,1,Problema de saúde pessoal ou de familiar,,
2801,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2018.2,1,Dificuldade em conciliar os estudos com outros cursos,,Dificuldade de transporte para a unidade de ensino
2802,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.2,1,Mudança de cidade,Mudança de cidade,Mudança de cidade
2803,AP,Evadido,Técnico Subsequente,Técnico em Agropecuária,2018.1,1,Ingresso em outro curso,,
2804,ZN,Evadido,Técnico Integrado,Técnico em Comércio,2020.1,2,Dificuldade em conciliar estudo e trabalho,,
2805,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.1,1,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos
2806,PAR,Trancado,Técnico Subsequente,Técnico em Mecatrônica,2022.2,4,Dificuldade no encaminhamento de estágios,,
2807,CM,Evadido,Técnico Integrado,Técnico em Programação de Jogos Digitais,2019.1,2,Dificuldade de aprendizagem,,
2808,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.1,1,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
2809,AP,Evadido,Técnico Subsequente,Técnico em Agropecuária,2021.1,1,Falta de recursos financeiros para transporte escolar,,
2810,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2020.1,1,Dificuldade em conciliar estudo e trabalho,,Dificuldade de transporte para a unidade de ensino
2811,ZN,Evadido,Técnico Integrado,Técnico em Comércio,2019.1,2,Problema de saúde pessoal ou de familiar,Dificuldades na relação estudante-estudante,Falta de apoio da família no processo ensino-aprendizagem
2812,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.2,1,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
2813,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2022.1,1,Dificuldade em conciliar estudo e trabalho,,
2814,AP,Evadido,Técnico Subsequente,Técnico em Agropecuária,2018.1,1,Falta de recursos financeiros para aquisição de material escolar,,
2815,ZN,Evadido,Técnico Integrado,Técnico em Comércio,2020.1,2,Dificuldade em conciliar estudo e trabalho,,
2816,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2022.2,1,Dificuldade em conciliar os estudos com outros cursos,,
2817,CM,Evadido,Técnico Integrado,Técnico em Programação de Jogos Digitais,2018.1,2,Mudança de cidade,,
2818,CNAT,Evadido,Tecnologia,Tecnologia em Gestão Pública,2019.1,1,Dificuldade de realização de aulas práticas e/ou aulas de campo,,
2819,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2022.1,1,Problema de saúde pessoal ou de familiar,,
2820,AP,Evadido,Técnico Subsequente,Técnico em Agropecuária,2020.1,1,Ingresso em outro curso,,
2821,ZN,Evadido,Técnico Integrado,Técnico em Comércio,2018.1,3,Falta de recursos financeiros para aquisição de material escolar,,Falta de acompanhamento e apoio pedagógico dos docentes
2822,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2022.1,1,Dificuldade em conciliar os estudos com outros cursos,,
2823,CM,Trancado,Técnico Integrado,Técnico em Informática,2018.1,1,Ingresso em outro curso,,Ingresso em outro curso
2824,AP,Evadido,Técnico Subsequente,Técnico em Agropecuária,2018.1,1,Dificuldade em conciliar estudo e trabalho,,
2825,ZN,Evadido,Técnico Integrado,Técnico em Comércio,2019.1,3,Ingresso em outro curso,,
2826,AP,Evadido,Técnico Subsequente,Técnico em Agropecuária,2018.1,1,Ingresso em outro curso,,
2827,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2022.2,1,Dificuldade de transporte para a unidade de ensino,,"Insuficiência de recursos para bolsas (assistência social, ensino, pesquisa e extensão) e auxílios financeiros"
2828,ZN,Evadido,Técnico Integrado,Técnico em Comércio,2019.1,3,"Falta de comunicação para divulgação das oportunidades institucionais de ensino, pesquisa, extensão e assistência estudantil",,Problema psicológico pessoal ou de familiar
2829,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2022.1,1,Dificuldade em conciliar estudo e trabalho,,
2830,ZN,Evadido,Técnico Integrado,Técnico em Comércio,2020.1,4,Ingresso em outro curso,,
2831,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2022.2,1,Dificuldade de transporte para a unidade de ensino,,
2832,ZN,Evadido,Técnico Integrado,Técnico em Comércio,2019.1,4,Necessidade de trabalhar,,Desmotivação ou desinteresse pelo curso
2833,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2022.1,1,Dificuldade em conciliar estudo e trabalho,,
2834,ZN,Evadido,Técnico Integrado,Técnico em Comércio,2018.1,4,Dificuldade de aprendizagem,,
2835,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2021.1,1,Dificuldade em conciliar estudo e trabalho,,
2836,ZN,Evadido,Técnico Integrado,Técnico em Eletrônica,2018.1,1,Problema de saúde pessoal ou de familiar,,
2837,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2022.2,1,Problema de saúde pessoal ou de familiar,,Falta de identificação com o curso
2838,CNAT,Evadido,Tecnologia,Tecnologia em Gestão Pública,2019.2,2,Dificuldade em conciliar estudo e trabalho,,Dificuldade de transporte para a unidade de ensino
2839,PAAS,Evadido,Técnico Subsequente,Técnico em Mineração,2020.1,3,Ingresso em outro curso,,Mudança de cidade
2840,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2018.2,1,Problema de saúde pessoal ou de familiar,,
2841,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2022.1,1,Dificuldade em conciliar estudo e trabalho,,
2842,ZN,Evadido,Técnico Integrado,Técnico em Eletrônica,2020.1,1,Inadequação do ingresso de estudante com ensino médio completo em curso integrado,,Ingresso em outro curso
2843,PAAS,Evadido,Técnico Subsequente,Técnico em Mineração,2021.1,1,"Insuficiência de recursos para bolsas (assistência social, ensino, pesquisa e extensão) e auxílios financeiros",,
2844,ZN,Evadido,Técnico Integrado,Técnico em Eletrônica,2020.1,1,Desmotivação ou desinteresse pelo curso,,
2845,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2021.2,1,Dificuldade em conciliar estudo e trabalho,,Dificuldade de transporte para a unidade de ensino
2846,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2021.2,1,Dificuldade em conciliar estudo e trabalho,,
2847,ZN,Evadido,Técnico Integrado,Técnico em Eletrônica,2020.1,1,Dificuldades na relação estudante-estudante,,Problema psicológico pessoal ou de familiar
2848,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2022.2,1,Dificuldade em conciliar estudo e trabalho,,
2849,PAAS,Evadido,Técnico Subsequente,Técnico em Informática,2020.2,2,Mudança de cidade,,
2850,ZN,Evadido,Técnico Integrado,Técnico em Eletrônica,2019.1,1,Desmotivação ou desinteresse pelo curso,,
2851,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2018.2,1,Ingresso em outro curso,,Falta de identificação com o curso
2852,ZN,Evadido,Técnico Integrado,Técnico em Eletrônica,2019.1,1,Defasagem na estrutura organizacional do ensino,,
2853,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2019.1,1,Falta de identificação com o curso,,
2854,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2022.2,1,Dificuldade de transporte para a unidade de ensino,,
2855,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2022.2,1,Dificuldade de transporte para a unidade de ensino,,
2856,ZN,Evadido,Técnico Integrado,Técnico em Eletrônica,2018.1,2,Desmotivação ou desinteresse pelo curso,Ingresso em outro curso,Desatualização da organização didática
2857,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2020.1,1,Dificuldade em conciliar estudo e trabalho,,
2858,ZN,Evadido,Técnico Integrado,Técnico em Eletrônica,2020.1,2,Dificuldade em conciliar estudo e trabalho,,
2859,ZN,Evadido,Técnico Integrado,Técnico em Eletrônica,2018.1,2,Dificuldade de aprendizagem,,Dificuldade em conciliar estudo e trabalho
2860,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.2,1,Não observância das especificidades do curso no processo seletivo,,
2861,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2019.2,1,Dificuldade em planejar a própria vida e estabelecer metas de desenvolvimento pessoal,,Dificuldade em conciliar estudo e trabalho
2862,PAAS,Evadido,Técnico Subsequente,Técnico em Informática,2022.1,2,Ingresso em outro curso,,
2863,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.2,1,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos
2864,ZN,Evadido,Técnico Integrado,Técnico em Eletrônica,2019.1,3,Ingresso em outro curso,,
2865,ZN,Evadido,Técnico Integrado,Técnico em Eletrônica,2018.1,4,Dificuldade em conciliar estudo e trabalho,,
2866,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2019.1,1,Dificuldade em conciliar estudo e trabalho,,
2867,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.2,1,Falta de recursos financeiros para transporte escolar,Falta de recursos financeiros para transporte escolar,Falta de recursos financeiros para transporte escolar
2868,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2021.2,1,Mudança de cidade,,
2869,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.1,1,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos
2870,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2021.2,1,Dificuldade de transporte para a unidade de ensino,,
2871,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.1,1,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos
2872,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.2,1,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
2873,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2020.1,1,Dificuldade em conciliar estudo e trabalho,,
2874,ZN,Evadido,Técnico Integrado,Técnico em Eletrônica,2018.1,4,Dificuldades de (re)adaptação à rotina escolar,,Ingresso em outro curso
2875,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.1,1,Ingresso em outro curso,Ingresso em outro curso,Ingresso em outro curso
2876,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2019.1,1,Falta de recursos financeiros para transporte escolar,,
2877,ZN,Evadido,Técnico Integrado,Técnico em Eletrônica,2019.1,4,Falta de acompanhamento e apoio pedagógico dos docentes,,
2878,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.2,1,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
2879,ZN,Evadido,Técnico Integrado,Técnico em Eletrônica,2021.1,1,Mudança de cidade,,
2880,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2022.1,1,Dificuldade em conciliar os estudos com outros cursos,,
2881,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.2,1,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
2882,ZN,Evadido,Técnico Integrado,Técnico em Informática para Internet,2020.1,1,Mudança de cidade,,
2883,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2021.2,1,Dificuldade de transporte para a unidade de ensino,,
2884,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.2,1,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
2885,ZN,Evadido,Técnico Integrado,Técnico em Informática para Internet,2019.1,1,Problema psicológico pessoal ou de familiar,,
2886,CNAT,Evadido,Licenciatura,Licenciatura em Física,2020.1,1,Dificuldade em conciliar estudo e trabalho,,
2887,CAL,Evadido,Técnico Subsequente,Técnico em Eventos,2019.1,2,Ingresso em outro curso,,
2888,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2022.1,1,Mudança de cidade,,
2889,ZN,Evadido,Técnico Integrado,Técnico em Informática para Internet,2022.1,2,Problema psicológico pessoal ou de familiar,,
2890,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.2,1,Dificuldade de aprendizagem,Dificuldade de aprendizagem,Dificuldade de aprendizagem
2891,ZN,Evadido,Técnico Integrado,Técnico em Informática para Internet,2019.1,2,Problema psicológico pessoal ou de familiar,,
2892,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2019.1,1,Mudança de cidade,,
2893,CNAT,Evadido,Licenciatura,Licenciatura em Física,2021.1,2,Ingresso em outro curso,,
2894,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.1,1,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
2895,ZN,Evadido,Técnico Integrado,Técnico em Informática para Internet,2018.1,2,Problema psicológico pessoal ou de familiar,,
2896,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2018.2,1,Mudança de cidade,,
2897,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.2,1,Falta de identificação com o curso,Falta de identificação com o curso,Falta de identificação com o curso
2898,ZN,Evadido,Técnico Integrado,Técnico em Eletrônica,2020.1,1,Problema psicológico pessoal ou de familiar,,
2899,SC,Evadido,Licenciatura,Licenciatura em Matemática,2018.2,1,Dificuldade em conciliar estudo e trabalho,,
2900,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.2,1,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
2901,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2019.1,1,Dificuldade em conciliar estudo e trabalho,,
2902,ZN,Evadido,Técnico Integrado,Técnico em Informática para Internet,2018.1,2,Desmotivação ou desinteresse pelo curso,,
2903,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.1,1,Falta de moradia,Falta de recursos financeiros para transporte escolar,Falta de recursos financeiros para alimentação
2904,SC,Evadido,Licenciatura,Licenciatura em Matemática,2020.2,1,Ingresso em outro curso,,
2905,ZN,Evadido,Técnico Integrado,Técnico em Informática para Internet,2021.1,3,Dificuldades de (re)adaptação à rotina escolar,,
2906,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.1,1,Falta de identificação com o curso,Falta de recursos financeiros para aquisição de material escolar,Falta de identificação com o curso
2907,SC,Evadido,Licenciatura,Licenciatura em Matemática,2021.2,1,Dificuldade em conciliar estudo e trabalho,,
2908,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2021.1,1,Falta de identificação com o curso,,
2909,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.1,1,Falta de identificação com o curso,Falta de identificação com o curso,Falta de identificação com o curso
2910,ZN,Evadido,Técnico Integrado,Técnico em Informática para Internet,2018.1,4,Dificuldade em conciliar estudo e trabalho,,
2911,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.1,1,Ingresso em outro curso,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos
2912,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2019.2,1,Problema de saúde pessoal ou de familiar,,
2913,SC,Evadido,Licenciatura,Licenciatura em Matemática,2019.2,1,Dificuldade em conciliar estudo e trabalho,,
2914,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2019.1,1,"Dificuldades de adaptação à modalidade da educação profissional (número e conteúdo das disciplinas, interdisciplinaridade)",,
2915,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2022.1,1,Dificuldade de transporte para a unidade de ensino,,Ingresso em outro curso
2916,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2019.1,1,Ingresso em outro curso,Dificuldade em conciliar estudo e trabalho,Necessidade de trabalhar
2917,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2019.1,1,Ingresso em outro curso,,
2918,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2021.1,2,Dificuldade de transporte para a unidade de ensino,,
2919,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2018.1,1,Não correspondência das expectativas iniciais em relação ao curso,Ingresso em outro curso,Ingresso em outro curso
2920,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.1,1,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos,Dificuldade em conciliar os estudos com outros cursos
2921,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2022.1,1,Falta de acompanhamento e apoio pedagógico dos docentes,Ingresso em outro curso,Desmotivação do professor
2922,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2019.1,2,Falta de identificação com o curso,,
2923,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.1,1,Problema de saúde pessoal ou de familiar,,Mudança de cidade
2924,AP,Evadido,Técnico Integrado,Técnico em Agroecologia,2019.1,1,Mudança de cidade,,
2925,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2022.2,1,Dificuldades na relação docente-estudante,,Desmotivação do professor
2926,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.1,1,Mudança de interesse profissional ou pessoal,Ingresso em outro curso,Ingresso em outro curso
2927,ZN,Trancado,Tecnologia,Tecnologia em Marketing,2021.1,1,Problema psicológico pessoal ou de familiar,,
2928,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2022.2,1,Dificuldade de transporte para a unidade de ensino,,
2929,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.2,1,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho,Dificuldade em conciliar estudo e trabalho
2930,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2019.1,3,Dificuldade em conciliar os estudos com outros cursos,,Dificuldade em conciliar estudo e trabalho
2931,CNAT,Evadido,Tecnologia,Tecnologia em Gestão Pública,2020.1,2,Problema psicológico pessoal ou de familiar,,"Falta ou inadequação de conforto ambiental (térmico, lumínico e/ou acústico) nos espaços físicos"
2932,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2022.2,1,Dificuldade em conciliar estudo e trabalho,,
2933,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.2,1,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar
2934,AP,Evadido,Licenciatura,Licenciatura em Química,2018.1,2,"Dificuldades de adaptação à modalidade da educação profissional (número e conteúdo das disciplinas, interdisciplinaridade)",,
2935,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2019.2,1,Mudança de cidade,,
2936,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.2,1,Ingresso em outro curso,Ingresso em outro curso,Ingresso em outro curso
2937,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2020.2,3,Dificuldade em conciliar estudo e trabalho,,Dificuldade de transporte para a unidade de ensino
2938,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2022.1,1,Mudança de cidade,,Necessidade de cuidar de familiar no horário do curso
2939,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.2,1,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar
2940,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2020.1,3,Dificuldade em conciliar estudo e trabalho,,
2941,CNAT,Evadido,Tecnologia,Tecnologia em Gestão Pública,2021.2,5,Dificuldade em conciliar estudo e trabalho,,
2942,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2022.1,1,Necessidade de trabalhar,,
2943,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2021.2,1,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar,Problema de saúde pessoal ou de familiar
2944,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2019.1,1,Problema de saúde pessoal ou de familiar,,
2945,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2021.1,3,Dificuldade em conciliar estudo e trabalho,,"Dificuldades de adaptação à modalidade da educação profissional (número e conteúdo das disciplinas, interdisciplinaridade)"
2946,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2022.1,1,Mudança de cidade,,
2947,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2021.1,1,Mudança de cidade,,
2948,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2019.2,1,Mudança de cidade,,
2949,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2019.2,2,Problema psicológico pessoal ou de familiar,,Falta de identificação com o curso
2950,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2021.1,1,Problema de saúde pessoal ou de familiar,,
2951,AP,Evadido,Técnico Integrado,Técnico em Agropecuária,2018.1,3,Dificuldades de (re)adaptação à rotina escolar,,
2952,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.2,1,Problema de saúde pessoal ou de familiar,,
2953,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.1,1,Necessidade de trabalhar,,
2954,ZN,Trancado,Tecnologia,Tecnologia em Marketing,2020.2,3,Dificuldade em conciliar estudo e trabalho,,
2955,SGA,Evadido,Tecnologia,Técnico em Logística,2020.2,1,Ingresso em outro curso,Problema psicológico pessoal ou de familiar,Dificuldade em conciliar estudo e trabalho
2956,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2021.1,1,Dificuldade em conciliar os estudos com outros cursos,,
2957,ZN,Trancado,Tecnologia,Tecnologia em Marketing,2020.1,2,Problema de saúde pessoal ou de familiar,,
2958,CNAT,Evadido,Técnico Subsequente,Técnico em Geologia,2020.2,2,Necessidade de trabalhar,Necessidade de trabalhar,Escassez ou saturação das oportunidades de trabalho em nível local na área de formação obtida
2959,ZN,Evadido,Técnico Subsequente,Técnico em Manutenção e Suporte em Informática,2020.2,1,Mudança de interesse profissional ou pessoal,,Dificuldade em conciliar estudo e trabalho
2960,ZN,Evadido,Tecnologia,Tecnologia em Marketing,2020.1,1,Mudança de cidade,,
